loss,val_loss
22310422528.0,4547439616.0
4318733312.0,3991648768.0
3949338112.0,3766758144.0
3754139904.0,3724805888.0
3629254144.0,3553902080.0
3553494784.0,3758793216.0
3478460416.0,3504209664.0
3424190976.0,3423034624.0
3385686016.0,3552284672.0
3344396032.0,3307259136.0
3312635904.0,3250243328.0
3278680576.0,3405875712.0
3256725760.0,3184946688.0
3224735232.0,3132383488.0
3205378560.0,3123600640.0
3181523200.0,3310288640.0
3156587776.0,3210710784.0
3136277248.0,3256919040.0
3115183616.0,3207063808.0
3094453248.0,3059937536.0
